LookbackDays,FormationDate,InitialCapital,FinalValue,NetPnL,TotalReturn,CAGR,AnnualizedVolatility,MaxDrawdown,Sharpe,Sortino,GainLossRatio,WinRate
126,2022-01-01T00:00:00.000000,10000000,21490920.14301294,11490920.14301294,1.1269776720714213,0.1831552609698659,0.2720483547159538,-0.41621844400250485,0.7671257696517364,1.0079192818912717,0.9427971659562612,0.5482416591523895
126,2022-07-01T00:00:00.000000,10000000,28282754.166227493,18282754.166227493,1.8163668880886195,0.29637589749789406,0.24350424606734392,-0.3798743492417349,1.2108770050207962,1.5409628960961357,0.8749917731319133,0.584771573604061
126,2023-01-01T00:00:00.000000,10000000,36268064.174115315,26268064.174115315,2.655441902638115,0.44965854639872904,0.3160117516287981,-0.3810006181765577,1.357847699023808,1.9751387145315704,1.0727896685691665,0.5417633410672854
126,2023-07-01T00:00:00.000000,10000000,43831131.09039854,33831131.09039854,3.383046607996996,0.6385647263915637,0.2611769354478573,-0.30300934951260516,2.0620986884605275,2.930694701111806,0.9800931946425192,0.5886332882273342
126,2024-01-01T00:00:00.000000,10000000,22760490.97882174,12760490.97882174,1.2794498901047766,0.391949709038671,0.3030479507114668,-0.29723915263687617,1.2668860310415173,1.7601101569868385,0.9955002258042901,0.5544715447154471
126,2024-07-01T00:00:00.000000,10000000,15340466.045140643,5340466.045140643,0.5394372147257902,0.24166001906176016,0.259899470524454,-0.2830427516182259,0.9821728763124515,1.5228494858819448,0.9816796934083198,0.5437881873727087
126,2025-01-01T00:00:00.000000,10000000,12065233.232502576,2065233.232502576,0.21183862992587743,0.13769571437082462,0.2821100456484974,-0.2341755238579014,0.6083711882168883,0.9515356433454021,1.1116345378955579,0.4986376021798365
180,2021-01-01T00:00:00.000000,10000000,108284968.64571564,98284968.64571564,9.839293844315199,0.5443081194746828,0.294887832510624,-0.3424501108269573,1.6503636245339723,2.1156645179723697,1.0073884634834052,0.5703758290346352
180,2021-07-01T00:00:00.000000,10000000,48752134.688061774,38752134.688061774,3.890874454699752,0.37419189233474937,0.3257158991980312,-0.4412666777395049,1.1595040414613853,1.4298891667075266,0.926121525802456,0.5700404858299595
180,2022-01-01T00:00:00.000000,10000000,39105426.04303281,29105426.04303281,2.898544372176276,0.3541981102698084,0.2431446087330201,-0.2803404275995842,1.3929623538713132,1.9468147972839707,0.9773542624265077,0.563963963963964
180,2022-07-01T00:00:00.000000,10000000,30532192.468610544,20532192.468610544,2.0510083223720197,0.32264514410053136,0.2935917808094621,-0.3202193744491876,1.1200936086880326,1.4551298597772264,0.9381543812483089,0.5644670050761421
180,2023-01-01T00:00:00.000000,10000000,31408188.455522504,21408188.455522504,2.1511419165542405,0.3893011989424944,0.2879734471909926,-0.2912655243553556,1.3103781329128579,1.7822878337724328,0.9609627002295958,0.5661252900232019
180,2023-07-01T00:00:00.000000,10000000,25530105.916390292,15530105.916390292,1.5534378071606558,0.36788589721484755,0.27074331637898025,-0.34290509236594957,1.315817545260855,1.668003520569524,0.924094292220263,0.577027027027027
180,2024-01-01T00:00:00.000000,10000000,18821081.75054321,8821081.75054321,0.8820001436119511,0.28891739737288935,0.27476051448329036,-0.3037354508286567,1.0816253451659237,1.4177912302788214,0.934385189719103,0.5626016260162602
180,2024-07-01T00:00:00.000000,10000000,15592267.541473288,5592267.541473288,0.5694867618089094,0.25376156128847804,0.28926789130522135,-0.3375345646774114,0.9447295022829835,1.4343365663953245,0.938101828085159,0.5539714867617108
180,2025-01-01T00:00:00.000000,10000000,8663899.323676733,-1336100.6763232667,-0.12893094762894108,-0.08851320891047831,0.29234689564168687,-0.3450686644778337,-0.17830953173316785,-0.2624051266503201,0.8745356356890411,0.5258855585831063
