Datetime,PortfolioValue
2023-03-27T00:00:00.000000,26787991.095814012
2023-03-28T00:00:00.000000,26613237.801768966
2023-03-29T00:00:00.000000,27017588.66244002
2023-03-31T00:00:00.000000,26776468.54085484
2023-04-03T00:00:00.000000,26727393.942011252
2023-04-05T00:00:00.000000,26526998.032893863
2023-04-06T00:00:00.000000,27125140.888726138
2023-04-10T00:00:00.000000,27421397.596132085
2023-04-11T00:00:00.000000,27774303.193919286
2023-04-12T00:00:00.000000,28124229.648852985
2023-04-13T00:00:00.000000,27875106.706921495
2023-04-17T00:00:00.000000,28165054.56275642
2023-04-18T00:00:00.000000,28247741.149522666
2023-04-19T00:00:00.000000,27961257.434969857
2023-04-20T00:00:00.000000,27738229.280119807
2023-04-21T00:00:00.000000,27707368.22812404
2023-04-24T00:00:00.000000,27636110.271078132
2023-04-25T00:00:00.000000,27791149.20155017
2023-04-26T00:00:00.000000,27624037.792084977
2023-04-27T00:00:00.000000,27761690.376593783
2023-04-28T00:00:00.000000,27939173.002687395
2023-05-02T00:00:00.000000,28077897.244658638
2023-05-03T00:00:00.000000,28193689.914779816
2023-05-04T00:00:00.000000,28244531.781514443
2023-05-05T00:00:00.000000,28223730.057676855
2023-05-08T00:00:00.000000,28263811.561755113
2023-05-09T00:00:00.000000,28312133.741320617
2023-05-10T00:00:00.000000,28180929.50238096
2023-05-11T00:00:00.000000,28516460.807980478
2023-05-12T00:00:00.000000,28475098.17793096
2023-05-15T00:00:00.000000,28168978.20223169
2023-05-16T00:00:00.000000,27980028.827775616
2023-05-17T00:00:00.000000,27860066.665569186
2023-05-18T00:00:00.000000,27616312.45393118
2023-05-19T00:00:00.000000,27888969.194424838
2023-05-22T00:00:00.000000,28360357.773730855
2023-05-23T00:00:00.000000,28876122.488992583
2023-05-24T00:00:00.000000,29415099.60132993
2023-05-25T00:00:00.000000,29601773.32670319
2023-05-26T00:00:00.000000,30180960.611624878
2023-05-29T00:00:00.000000,30353020.50341239
2023-05-30T00:00:00.000000,30716262.174431484
2023-05-31T00:00:00.000000,30536419.932391882
2023-06-01T00:00:00.000000,30735256.988957677
2023-06-02T00:00:00.000000,30415434.77896229
2023-06-05T00:00:00.000000,30517908.665509842
2023-06-06T00:00:00.000000,30309991.25526992
2023-06-07T00:00:00.000000,30265784.441236384
2023-06-08T00:00:00.000000,30365345.52961769
2023-06-09T00:00:00.000000,30503689.821916092
2023-06-12T00:00:00.000000,30608932.410411302
2023-06-13T00:00:00.000000,30831430.46430878
2023-06-14T00:00:00.000000,30473624.249113444
2023-06-15T00:00:00.000000,30483194.012583032
2023-06-16T00:00:00.000000,30544633.484331086
2023-06-19T00:00:00.000000,30248838.26857076
2023-06-20T00:00:00.000000,30177160.986237265
2023-06-21T00:00:00.000000,30451577.282667
2023-06-22T00:00:00.000000,30245157.010382943
2023-06-23T00:00:00.000000,29787889.269442994
2023-06-26T00:00:00.000000,29958237.61803367
2023-06-27T00:00:00.000000,30285155.46790152
2023-06-28T00:00:00.000000,30423851.730739646
2023-06-30T00:00:00.000000,30334164.984712422
2023-07-03T00:00:00.000000,30276409.146855075
2023-07-04T00:00:00.000000,30124743.681927435
2023-07-05T00:00:00.000000,30375088.351691514
2023-07-06T00:00:00.000000,30628386.141205795
2023-07-07T00:00:00.000000,30442256.49428339
2023-07-10T00:00:00.000000,30339726.2915845
2023-07-11T00:00:00.000000,30684771.64079397
2023-07-12T00:00:00.000000,30972349.2144019
2023-07-13T00:00:00.000000,30949983.666159578
2023-07-14T00:00:00.000000,31093730.76885447
2023-07-17T00:00:00.000000,31164774.14050829
2023-07-18T00:00:00.000000,31364319.500535116
2023-07-19T00:00:00.000000,31156414.705693103
2023-07-20T00:00:00.000000,30899948.720360078
2023-07-21T00:00:00.000000,30560439.737223428
2023-07-24T00:00:00.000000,30397888.726848822
2023-07-25T00:00:00.000000,30614022.858576614
2023-07-26T00:00:00.000000,30632797.371035233
2023-07-27T00:00:00.000000,30560962.365899704
2023-07-28T00:00:00.000000,31057703.85138183
2023-07-31T00:00:00.000000,31099416.091809087
2023-08-01T00:00:00.000000,31283444.09762921
2023-08-02T00:00:00.000000,30985505.59139081
2023-08-03T00:00:00.000000,31031333.444944024
2023-08-04T00:00:00.000000,31383644.21791136
2023-08-07T00:00:00.000000,31731638.39334586
2023-08-08T00:00:00.000000,32050708.47769639
2023-08-09T00:00:00.000000,32078497.524706654
2023-08-10T00:00:00.000000,32054351.915203314
2023-08-11T00:00:00.000000,31710559.374643017
2023-08-14T00:00:00.000000,31321459.803780142
2023-08-16T00:00:00.000000,31383289.5149709
2023-08-17T00:00:00.000000,31593463.634904634
2023-08-18T00:00:00.000000,32213441.24736459
2023-08-21T00:00:00.000000,32220192.62057609
2023-08-22T00:00:00.000000,32468693.793817613
2023-08-23T00:00:00.000000,32141951.226656828
2023-08-24T00:00:00.000000,32269455.124969818
2023-08-25T00:00:00.000000,32676714.567392178
2023-08-28T00:00:00.000000,33045355.23020129
2023-08-29T00:00:00.000000,34160496.0887048
2023-08-30T00:00:00.000000,33852384.51119293
2023-08-31T00:00:00.000000,33716132.667807765
2023-09-01T00:00:00.000000,34979537.53003785
2023-09-04T00:00:00.000000,34673736.73422055
2023-09-05T00:00:00.000000,34166283.56183083
2023-09-06T00:00:00.000000,33919590.32828513
2023-09-07T00:00:00.000000,34376664.08670721
2023-09-08T00:00:00.000000,34599905.100002736
2023-09-11T00:00:00.000000,34795659.550773636
2023-09-12T00:00:00.000000,34004737.07355832
2023-09-13T00:00:00.000000,33964172.96569164
2023-09-14T00:00:00.000000,34257813.5962359
2023-09-15T00:00:00.000000,34252425.88880049
2023-09-18T00:00:00.000000,34261705.91698243
2023-09-20T00:00:00.000000,34001446.203018114
