Symbol,Status,Rows,StartDate,EndDate,NullValues,DuplicateDates,InvalidOHLCRows,NonPositivePrices,NonPositiveVolumeRows,LargeSingleDayMoves
HINDUNILVR,OK,1612,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,0
HINDZINC,OK,1611,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,3
HSCL,OK,1611,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,4
HUDCO,OK,1611,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,5
HYUNDAI,OK,417,2024-10-22T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,0
ICICIAMC,OK,128,2025-12-19T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,0
ICICIBANK,OK,1611,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,1
ICICIGI,OK,1611,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,2
IDBI,OK,1611,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,8
IDEA,OK,1611,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,24
IDFCFIRSTB,OK,1611,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,2
IFCI,OK,1611,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,20
IGL,OK,1612,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,1
IIFL,OK,1611,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,6
IKS,OK,377,2024-12-19T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,0
INDHOTEL,OK,1611,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,1
INDIANB,OK,1611,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,2
INDIGO,OK,1611,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,0
INDUSINDBK,OK,1611,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,8
INDUSTOWER,OK,1611,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,6
INFY,OK,1611,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,0
INOXWIND,OK,1612,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,7
IOC,OK,1611,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,0
IRCON,OK,1611,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,8
IRCTC,OK,1611,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,3
IREDA,OK,639,2023-11-29T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,2
IRFC,OK,1340,2021-01-29T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,2
ITC,OK,1612,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,0
ITI,OK,1611,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,16
JBMA,OK,1612,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,7
JINDALSTEL,OK,1611,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,2
JIOFIN,OK,707,2023-08-21T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,0
JMFINANCIL,OK,1611,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,3
JSWCEMENT,OK,214,2025-08-14T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,0
JSWENERGY,OK,1611,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,2
JSWSTEEL,OK,1611,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,1
JUBLFOOD,OK,1611,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,3
JYOTICNC,OK,606,2024-01-16T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,1
KALYANKJIL,OK,1301,2021-03-26T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,1
KARURVYSYA,OK,1611,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,2
KAYNES,OK,892,2022-11-22T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,4
KEC,OK,1611,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,1
KEI,OK,1611,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,2
KFINTECH,OK,865,2022-12-29T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,1
KOTAKBANK,OK,1612,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,0
KPITTECH,OK,1611,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,2
LALPATHLAB,OK,1612,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,1
LAURUSLABS,OK,1611,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,1
LENSKART,OK,157,2025-11-10T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,0
LGEINDIA,OK,174,2025-10-14T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,0
LICHSGFIN,OK,1611,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,1
LODHA,OK,1288,2021-04-19T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,1
LT,OK,1611,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,1
LTF,OK,1610,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,3
LTM,OK,1610,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,1
LUPIN,OK,1611,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,0
M&M,OK,1611,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,1
M&MFIN,OK,1612,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,2
MANAPPURAM,OK,1611,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,5
MANKIND,OK,779,2023-05-09T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,0
MARICO,OK,1611,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,0
MARUTI,OK,1611,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,1
MAXHEALTH,OK,1451,2020-08-21T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,1
MAZDOCK,OK,1417,2020-10-12T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,5
MCX,OK,1612,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,1
MEESHO,OK,135,2025-12-10T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,1
MFSL,OK,1611,2020-01-01T00:00:00.000000,2026-06-30T00:00:00.000000,0,0,0,0,0,3
