Portfolio,InitialCapital,FinalValue,NetPnL,TotalReturn,CAGR,AnnualizedVolatility,MaxDrawdown,Sharpe,Sortino,GainLossRatio,WinRate
Our momentum_3m model,100000000,106474527.2480052,6474527.248005196,0.06452488225364927,0.13608681777761933,0.27376537460050226,-0.15878857268901314,0.6233999630374996,1.0139106485102098,1.0729800738883526,0.5084745762711864
Oracle (hindsight best),100000000,162477797.34402335,62477797.34402335,0.6211987182689178,1.6802262587744696,0.28067095982224116,-0.11522563547206022,3.822871360369604,5.975672768397171,0.9762606973835735,0.652542372881356
